Time,State,Altitude,ADXL_Acceleration_X,ADXL_Acceleration_Y,ADXL_Acceleration_Z,IMU_Acceleration_X,IMU_Acceleration_Y,IMU_Acceleration_Z,Linear_Acceleration_X,Linear_Acceleration_Y,Linear_Acceleration_Z,Euler_Angle_X,Euler_Angle_Y,Euler_Angle_Z,Gravity_X,Gravity_Y,Gravity_Z,Kalman_Acceleration,Kalman_Velocity,Kalman_Altitude,Orientation(Beta)
5.0746,GROUND,1.6875,-0.0392,9.7282,-0.3923,-0.1100,9.2400,0.1500,0.0400,-0.5500,-0.0400,0.2500,-0.8750,-88.6875,-0.1500,9.8000,0.2100,-0.0041,0.3305,1.6744,-0.8750
5.1105,GROUND,-0.1875,-0.0392,9.6890,-0.3138,-0.1200,9.2500,0.1600,0.0300,-0.5400,-0.0500,0.2500,-0.8750,-88.6875,-0.1500,9.8000,0.2100,-0.0594,0.0731,0.4330,-0.8750
5.1473,GROUND,0.5000,0.0000,9.7282,-0.3138,0.0500,9.2600,0.0300,0.0300,-0.5400,-0.0500,0.1875,-0.8750,-88.6875,-0.1500,9.8000,0.2100,-0.0490,0.0778,0.4759,-0.8750
5.1812,GROUND,-0.8750,0.0392,9.6890,-0.3923,-0.0900,9.2300,0.2400,0.0600,-0.5600,0.0200,0.2500,-0.8750,-88.6875,-0.1500,9.8000,0.2100,-0.0699,-0.0506,-0.3621,-0.8750
5.2160,GROUND,0.3750,0.0392,9.7282,-0.3138,-0.1000,9.2300,0.1800,0.0100,-0.5600,-0.0700,0.2500,-0.8750,-88.6875,-0.1500,9.8000,0.2100,-0.0529,0.0272,0.0945,-0.8750
5.2514,GROUND,0.8125,0.0000,9.6890,-0.2746,-0.1000,9.2200,0.1800,0.0500,-0.5800,-0.0300,0.2500,-0.8750,-88.6875,-0.1500,9.8000,0.2100,-0.0707,0.1162,0.5405,-0.8750
5.2873,GROUND,-0.5000,0.0000,9.7282,-0.4315,-0.1300,9.2300,0.2100,0.0200,-0.5700,0.0000,0.2500,-0.8750,-88.6875,-0.1500,9.8000,0.2100,-0.0535,-0.0387,-0.1041,-0.8750
5.3227,GROUND,0.3750,0.0000,9.6890,-0.3138,-0.1200,9.2300,0.1800,0.0300,-0.5700,-0.0300,0.2500,-0.8750,-88.6875,-0.1500,9.8000,0.2100,-0.0710,0.0398,0.1931,-0.8750
5.3589,GROUND,-1.0625,0.0000,9.6890,-0.2746,-0.1000,9.2500,0.2100,0.0500,-0.5500,0.0000,0.2500,-0.8750,-88.6875,-0.1500,9.8000,0.2100,-0.0779,-0.2012,-0.5874,-0.8750
5.3952,GROUND,-0.6250,0.0392,9.6497,-0.2746,-0.1100,9.2600,0.1800,0.1200,-0.5500,-0.0200,0.2500,-0.8750,-88.6875,-0.1500,9.8000,0.2100,-0.1046,-0.2109,-0.6136,-0.8750
5.4314,GROUND,0.8750,0.0392,9.7282,-0.4707,-0.1500,9.2600,0.0100,0.0000,-0.5400,-0.1900,0.2500,-0.8750,-88.6875,-0.1500,9.8000,0.2100,-0.0661,0.1188,0.3105,-0.8750
5.4659,GROUND,1.2500,0.0000,9.6890,-0.2354,-0.0700,9.2500,0.1700,0.0800,-0.5700,-0.0800,0.2500,-0.8750,-88.6875,-0.1500,9.8000,0.2100,-0.0757,0.3428,0.8975,-0.8750
5.5014,GROUND,0.6250,0.0392,9.7282,-0.4707,-0.0500,9.2300,0.1300,0.1000,-0.5700,-0.0700,0.2500,-0.8750,-88.7500,-0.1500,9.8000,0.2100,-0.0553,0.2656,0.7322,-0.8750
5.5373,GROUND,-1.5625,0.0785,9.8459,-0.9807,0.3000,9.1900,0.4000,0.5300,-0.5800,0.1000,0.2500,-0.8750,-88.6875,-0.1500,9.8000,0.2100,0.0249,-0.3563,-0.6954,-0.8750
5.5711,GROUND,-0.1875,-0.2354,9.8851,-1.1768,-0.1900,9.3500,-0.2200,-0.0100,-0.4400,-0.4500,0.4375,-1.0625,-88.5000,-0.1800,9.8000,0.2400,0.0802,-0.1966,-0.3831,-1.0625
5.6086,GROUND,-0.2500,0.7453,9.9636,0.8630,-0.3500,8.7200,1.4200,-0.1300,-1.0700,1.1400,0.3750,-1.2500,-88.3750,-0.2100,9.8000,0.2700,0.1498,-0.1478,-0.3026,-1.2500
5.6445,GROUND,0.1250,0.6669,9.6497,0.9022,1.3000,9.0100,0.5500,1.5100,-0.7800,0.2800,-1689.1875,-1.1875,-88.3750,-0.2100,9.8000,0.2700,-0.0176,-0.0074,-0.0373,-1.1875
5.6786,GROUND,-1.6250,1.7652,9.1790,0.2354,-0.0400,9.0200,-1.1800,0.1600,-0.7700,-1.4500,356.4375,-1.1875,-88.3750,-0.2000,9.8000,0.2700,-0.3727,-0.5399,-1.0295,-1.1875
5.7125,GROUND,0.0000,1.8044,9.6890,-1.7652,0.8800,10.0200,1.0500,1.0800,0.2200,0.7700,351.0000,-1.0625,-88.3750,-0.1900,9.8000,0.2600,-0.1928,-0.1732,-0.3928,-1.0625
5.7489,GROUND,0.6250,-0.2354,8.1984,1.2160,0.4600,10.0100,-1.2500,0.6100,0.2100,-1.5000,345.3750,-0.8750,-88.5000,-0.1500,9.8000,0.2500,-1.0453,0.1842,0.2419,-0.8750
5.7847,GROUND,-0.6875,-0.5492,10.9442,-2.0006,325.4400,9.7600,-0.7000,-2.1300,-0.0400,-0.9200,339.0000,-0.6250,-88.6875,-0.1000,9.8000,0.2000,0.3258,-0.1719,-0.3373,-0.6250
5.8185,GROUND,0.3125,-0.3530,9.6890,2.3536,0.2600,9.6000,0.1700,0.3600,-0.2000,-0.0200,330.2500,-0.5625,-88.8125,-0.0900,9.8000,0.1900,0.0739,0.0942,0.0675,-0.5625
5.8542,GROUND,-0.5000,0.1177,9.5713,0.1569,-1.9900,9.0400,-1.4800,-1.9300,-0.7500,-1.6900,321.2500,-0.3125,-88.7500,-0.0500,9.8000,0.2000,-0.0952,-0.1411,-0.2870,-0.3125
5.8899,GROUND,-1.9375,0.5492,11.1011,-3.3735,-0.8100,9.5500,-1.1300,-0.7600,-0.2400,-1.3300,315.0000,-0.2500,-88.8125,-0.0500,9.8000,0.2000,0.7856,-0.7901,-1.3223,-0.2500
5.9229,GROUND,1.8125,-0.0785,9.8066,2.4713,0.0600,9.6200,1.2800,0.1100,-0.1700,1.0700,306.9375,-0.2500,-88.6875,-0.0400,9.8000,0.2200,0.3227,0.5998,0.6337,-0.2500
5.9595,GROUND,0.0000,-0.9807,9.1790,-1.9613,0.5400,9.1700,1.0300,0.5700,-0.6200,0.8200,301.2500,-0.1875,-88.6875,-0.0300,9.8000,0.2100,-0.2426,0.3059,0.2439,-0.1875
5.9954,GROUND,-0.5625,0.7453,9.6105,-0.7453,0.0700,9.3900,-0.6300,0.0900,-0.4100,-0.8600,293.9375,0.0000,-88.6250,0.0000,9.8000,0.2300,-0.1919,-0.0612,-0.2581,0.0000
6.0291,GROUND,0.3125,-0.2746,9.9243,-1.0983,0.0700,9.3900,-0.6300,-0.0500,0.2100,-1.7000,288.5625,0.2500,-88.5625,0.0500,9.8000,0.2300,0.0217,0.1892,0.0989,0.2500
6.0623,GROUND,-1.0625,-0.1177,10.5912,-2.1182,-0.7000,8.9500,1.6700,-0.8300,-0.8400,1.4200,283.2500,0.7500,-88.5625,0.1500,9.8000,0.2400,0.5151,-0.3484,-0.6279,0.7500
6.0984,GROUND,-1.7500,-1.4122,9.4536,-0.8630,0.1700,9.1100,-0.0500,-0.9900,-0.3200,-0.8300,276.3750,1.3750,-88.5000,0.2300,9.8000,0.2500,0.0005,-0.8640,-1.3369,1.3750
6.1327,GROUND,-1.3750,-0.7061,9.4536,0.2354,-0.6100,8.8300,0.2100,-0.9100,-0.9500,-0.0400,271.6250,1.6875,-88.4375,0.2300,9.8000,0.2500,-0.1958,-0.8726,-1.3712,1.6875
6.1650,GROUND,-0.1875,0.1961,9.6497,-1.0591,0.0400,9.1900,-0.0200,-0.2400,-0.6000,-0.2700,265.6875,1.5625,-88.5000,0.2700,9.7900,0.2400,-0.1495,-0.2806,-0.6390,1.5625
6.2010,GROUND,-1.1250,0.2354,9.8459,-0.3923,0.0800,9.3000,-0.3000,-0.1300,-0.4900,-0.5500,261.5625,1.2500,-88.5625,0.2200,9.8000,0.2400,-0.0108,-0.5257,-0.9485,1.2500
6.2373,GROUND,-0.9375,0.2354,9.9243,-0.7061,0.0700,9.2200,0.0600,-0.0800,-0.5800,-0.1700,256.2500,0.7500,-88.6250,0.1300,9.8000,0.2200,0.0908,-0.5098,-0.9481,0.7500
6.2705,GROUND,-1.3125,0.0785,9.5321,-0.6276,0.1200,9.3100,0.3300,0.0800,-0.4800,0.1300,252.5625,0.2500,-88.7500,0.0400,9.8000,0.2000,-0.1130,-0.6877,-1.1839,0.2500
6.3056,GROUND,-0.3125,-0.3138,9.9636,0.1961,0.5000,8.1600,3.4600,0.5000,-1.6300,3.2000,247.8750,0.0000,-88.1875,0.0100,9.8000,0.3000,0.0761,-0.2199,-0.6447,0.0000
6.3411,GROUND,-0.4375,2.4713,9.9243,-4.7464,2.1300,10.8500,-2.4300,2.1300,1.0500,-2.7900,245.1875,0.0000,-87.8750,0.0000,9.8000,0.3600,0.1240,-0.1069,-0.5171,0.0000
6.3746,GROUND,-0.5000,1.3337,9.7282,-2.6674,0.2200,8.8100,-1.5300,0.2500,-0.9800,-1.9100,242.9375,-0.0625,-87.7500,-0.0100,9.7900,0.3700,0.0210,-0.0932,-0.5078,-0.0625
6.4112,GROUND,-0.8125,-0.4707,9.8459,-0.3138,-0.5300,9.2000,0.1300,-0.5300,-0.5900,-0.2100,242.0000,0.0000,-87.8750,0.0000,9.8000,0.3500,0.0544,-0.2579,-0.7011,0.0000
6.4477,GROUND,-1.2500,-0.1961,9.7674,-0.3923,-0.2500,9.3100,0.2200,-0.2700,-0.4800,-0.1200,242.0000,0.0000,-87.8750,0.0100,9.8000,0.3400,0.0186,-0.5410,-1.0495,0.0000
6.4806,GROUND,-1.4375,0.1177,9.6890,-0.5099,0.1100,9.3700,0.2000,0.0900,-0.4200,-0.1300,241.6250,0.1250,-88.0000,0.0200,9.8000,0.3400,-0.0435,-0.7372,-1.3003,0.1250
6.5146,GROUND,0.0000,0.0392,9.7674,-0.4707,-0.0900,9.3000,0.0100,-0.1000,-0.4900,-0.3200,241.6875,0.0000,-87.9375,0.0000,9.8000,0.3400,-0.0185,0.0085,-0.4908,0.0000
6.5516,GROUND,0.5625,0.0000,9.7282,-0.2354,-0.1400,9.1600,0.3200,-0.1400,-0.6300,-0.0300,241.8125,0.0000,-87.8750,0.0000,9.8000,0.3500,-0.0333,0.5857,0.1725,0.0000
6.5857,GROUND,-0.5000,-0.1177,9.7282,-0.3138,-0.2200,9.2400,0.2200,-0.2100,-0.5500,-0.1300,241.8750,-0.0625,-87.8125,-0.0100,9.7900,0.3600,-0.0392,0.2137,-0.2433,-0.0625
6.6187,GROUND,-0.6875,-0.0785,9.6497,-0.0392,-0.2300,9.1900,0.3300,-0.2900,-0.5400,-0.1600,241.9375,-0.1250,-87.8125,-0.0300,9.7900,0.3600,-0.0899,-0.0375,-0.5202,-0.1250
6.6537,GROUND,0.7500,-0.0785,9.7282,-0.1177,-0.0800,9.1900,0.3900,-0.0500,-0.6000,0.0200,241.9375,-0.1875,-87.8125,-0.0300,9.7900,0.3600,-0.0605,0.6855,0.2799,-0.1875
6.6897,GROUND,-1.1250,0.0000,9.6890,-0.3923,-0.0800,9.2200,0.1300,-0.1500,-0.5200,-0.0200,242.0000,-0.1875,-87.8125,-0.0300,9.7900,0.3600,-0.0739,-0.1069,-0.5961,-0.1875
6.7234,GROUND,-0.4375,-0.3138,9.6890,-0.1961,-0.3500,9.3700,0.1600,-0.3100,-0.4200,-0.2000,242.0000,-0.2500,-87.8125,-0.0400,9.7900,0.3600,-0.0788,-0.0160,-0.4975,-0.2500
6.7592,GROUND,-0.4375,0.1177,9.6497,-0.3530,-0.0200,9.2700,0.1800,-0.1900,-0.5500,-0.2500,242.0625,-0.2500,-87.8125,-0.0400,9.7900,0.3600,-0.1049,0.0155,-0.4599,-0.2500
6.7942,GROUND,-1.2500,-0.1569,9.6105,0.0000,-0.3200,9.2500,0.4800,-0.2700,-0.5400,0.1100,242.0625,-0.2500,-87.8125,-0.0500,9.7900,0.3600,-0.1393,-0.4523,-0.9581,-0.2500
6.8304,GROUND,-0.1875,-0.1569,9.6890,0.0000,-0.2400,9.2400,0.2700,-0.2700,-0.5000,-0.2900,242.2500,-0.2500,-87.8750,-0.0400,9.8000,0.3500,-0.1037,-0.0066,-0.4783,-0.2500
6.8647,GROUND,-1.1250,-0.2746,9.6890,0.0392,-0.4900,9.1700,0.6100,-0.4200,-0.6200,0.2500,242.7500,-0.3750,-87.8125,-0.0700,9.7900,0.3600,-0.0903,-0.3915,-0.8864,-0.3750
6.9010,GROUND,-0.9375,-0.7453,9.6105,-0.5492,-0.5300,9.3600,-0.1100,-0.4500,-0.4300,-0.4800,244.5000,-0.5000,-87.8125,-0.0800,9.7900,0.3700,-0.1336,-0.4174,-0.9237,-0.5000
6.9363,GROUND,-0.3750,-1.1768,9.4536,-0.5492,-0.2600,9.4800,0.6200,-0.1700,-0.3100,0.2500,246.6875,-0.5000,-87.8125,-0.0800,9.7900,0.3600,-0.2470,-0.1058,-0.5834,-0.5000
6.9694,GROUND,-0.0625,-0.5099,10.0028,-2.2751,0.1900,9.6300,-0.6200,-0.7000,-0.9000,0.1500,251.1250,-0.5000,-87.8125,-0.0900,9.7900,0.3600,0.0491,0.1993,-0.2563,-0.5000
7.0052,GROUND,0.1250,-0.7453,9.7674,0.3530,0.0300,9.6600,-2.6200,0.1300,-0.1300,-2.9800,255.6875,-0.5625,-87.8750,-0.1000,9.7900,0.3500,0.0167,0.4236,-0.0130,-0.5625
7.0414,GROUND,0.3125,-1.7260,9.5713,-0.9022,-0.5000,8.4800,2.1700,0.3600,-0.3900,0.9300,262.9375,-0.5625,-87.8750,-0.1000,9.7900,0.3500,-0.1169,0.6003,0.1973,-0.5625
7.0750,GROUND,-1.0000,-0.5099,10.2774,-3.8050,0.5100,10.1600,-2.9600,0.6200,0.3600,-3.3100,268.8750,-0.6250,-87.9375,-0.1000,9.7900,0.3500,0.2682,-0.1250,-0.5501,-0.6250
7.1114,GROUND,-1.0000,0.1961,9.1006,-0.9807,-0.6600,9.1600,1.2000,-0.5500,-0.6300,0.8500,276.2500,-0.5625,-87.9375,-0.1000,9.7900,0.3400,-0.3119,-0.3934,-0.8356,-0.5625
7.1469,GROUND,-0.6875,-0.5884,9.5321,-1.0591,-0.1100,9.4600,-0.0300,-0.0100,-0.3300,-0.3800,281.1250,-0.5625,-87.9375,-0.1100,9.7900,0.3400,-0.2667,-0.3091,-0.7473,-0.5625
7.1807,GROUND,0.5625,0.3138,8.0022,-0.2746,0.7400,9.4300,-1.2200,-1.6700,-0.2000,2.0300,286.2500,-0.6250,-87.9375,-0.1100,9.7900,0.3400,-1.1947,0.4351,0.0741,-0.6250
7.2154,GROUND,-0.8125,-0.1569,10.7481,-5.4133,-1.8900,8.6400,2.8900,-1.7700,-1.1500,2.5400,288.7500,-0.6250,-87.9375,-0.1100,9.7900,0.3500,0.1475,-0.1237,-0.4796,-0.6250
7.2518,GROUND,-1.7500,0.7453,10.1597,-0.5884,1.0400,9.5000,-0.6900,1.1600,-0.2800,-1.0500,290.8125,-0.6875,-87.8750,-0.1200,-317.8900,0.3500,0.2965,-0.8774,-1.2829,-0.6875
7.2873,GROUND,-0.0625,0.5492,9.5713,0.2354,0.1700,9.1100,0.6400,0.3000,-0.6800,0.2800,291.7500,-0.6875,-87.8750,-0.1200,9.7900,0.3500,-0.0099,-0.1459,-0.5247,-0.6875
7.3209,GROUND,0.8750,0.7845,10.0028,0.5884,0.6800,9.3900,0.3700,0.1800,-0.6200,0.4300,292.1875,-0.6250,-87.8750,-0.1100,9.7900,0.3500,0.1398,0.7013,0.3566,-0.6250
7.3570,GROUND,-1.7500,-0.4315,9.7282,-0.4315,-0.2200,9.1400,0.3100,-0.1100,-0.6500,-0.0300,292.1875,-0.6250,-87.8750,-0.1100,9.7900,0.3500,0.0267,-0.6046,-0.9643,-0.6250
7.3936,GROUND,1.2500,0.0000,9.6890,-0.0392,-0.3600,9.2600,-0.0500,-0.2400,-0.5300,-0.4000,292.1875,-0.6875,-87.9375,-0.1100,9.7900,0.3400,-0.0401,0.7758,0.4264,-0.6875
7.4301,GROUND,0.1875,0.1569,9.6890,-0.2354,0.1000,9.1800,0.3200,0.0400,-0.5400,-0.0700,292.1875,-0.6875,-87.9375,-0.1100,9.7900,0.3400,-0.0659,0.6119,0.2857,-0.6875
7.4656,GROUND,-0.4375,-0.2746,9.6890,-0.2746,-0.1600,9.2700,0.3400,-0.0400,-0.5100,0.0000,292.2500,-0.6875,-87.9375,-0.1200,9.7900,0.3400,-0.0759,0.1589,-0.1627,-0.6875
7.5012,GROUND,0.2500,0.0000,9.6890,-0.1961,-0.1700,9.3000,0.1900,-0.0300,-0.5400,-0.0800,292.2500,-0.6875,-87.9375,-0.1200,9.7900,0.3400,-0.0795,0.3978,0.0996,-0.6875
