#,Time,State,Altitude,ADXL_Acceleration_X,ADXL_Acceleration_Y,ADXL_Acceleration_Z,IMU_Acceleration_X,IMU_Acceleration_Y,IMU_Acceleration_Z,Linear_Acceleration_X,Linear_Acceleration_Y,Linear_Acceleration_Z,Euler_Angle_X,Euler_Angle_Y,Euler_Angle_Z,Gravity_X,Gravity_Y,Gravity_Z,Kalman_Acceleration,Kalman_Velocity,Kalman_Altitude,Orientation(Beta),Servo_Angle,Target_Servo_Angle,Projected_Apogee,Error_Apogee
1,5.0791,GROUND,0.9375,0.0785,9.5321,0.3923,-0.1700,9.3500,-0.3000,-0.1000,-0.4400,-0.5300,359.7500,-0.3750,-88.6875,-0.0600,9.8000,0.2200,-0.1425,-0.1100,0.9293,-0.3750,24.7648,25.0000,0.0000,0.0000
2,5.1201,GROUND,0.3750,0.5099,9.6105,-0.0785,-0.1300,9.2700,0.1500,-0.0700,-0.5300,-0.0500,359.6875,-0.3125,-88.7500,-0.0500,9.8000,0.2100,-0.1558,-0.1919,0.5569,-0.3125,24.7648,25.0000,0.0000,0.0000
3,5.1595,GROUND,-0.1250,0.2354,9.6890,-0.0785,0.1100,9.2500,0.1100,0.1700,-0.5500,-0.0900,359.6875,-0.3125,-88.6875,-0.0500,9.8000,0.2100,-0.1111,-0.2620,0.1262,-0.3125,24.7648,25.0000,0.0000,0.0000
4,5.1988,GROUND,0.2500,0.1961,9.6105,-0.1569,0.1100,9.2500,0.1100,-0.1400,-0.5000,-0.3400,359.7500,-0.3750,-88.6250,-0.0600,9.8000,0.2200,-0.1414,-0.2544,0.1995,-0.3750,24.7648,25.0000,0.0000,0.0000
5,5.2342,GROUND,-0.9375,-1.1768,9.8066,-0.1569,-0.4100,8.6300,1.2200,-0.1500,-0.7200,-0.2900,359.8125,-0.3750,-88.5625,-0.0700,9.8000,0.2300,-0.0322,-0.3844,-0.5098,-0.3750,24.7648,25.0000,0.0000,0.0000
6,5.2720,GROUND,0.9375,-0.2746,10.0420,-1.8437,0.2400,8.9300,1.1500,0.6500,-0.6100,0.3300,359.6875,-0.3125,-88.6875,-0.0500,9.8000,0.2100,0.1556,-0.1805,0.3835,-0.3125,24.7648,25.0000,0.0000,0.0000
7,5.3110,GROUND,-1.5625,-0.0785,9.7674,-0.7061,-0.0400,9.3500,-0.3900,0.0000,-0.4400,-0.6100,359.6875,-0.3125,-88.6875,-0.0500,9.8000,0.2100,0.0570,-0.4872,-0.8289,-0.3125,24.7648,25.0000,0.0000,0.0000
8,5.3504,GROUND,1.1875,-0.0785,9.8459,-1.0983,0.0000,9.2600,-0.0500,0.0600,-0.5400,-0.2700,359.7500,-0.3750,-88.6875,-0.0600,9.8000,0.2200,0.0685,-0.1223,0.4184,-0.3750,24.7648,25.0000,0.0000,0.0000
9,5.3883,GROUND,0.5625,-0.9807,9.6105,-0.1961,-0.6200,9.3200,0.1700,-0.5400,-0.4800,-0.0600,359.8750,-0.4375,-88.5625,-0.0700,9.8000,0.2300,-0.0729,-0.0937,0.5063,-0.4375,24.7648,25.0000,0.0000,0.0000
10,5.4263,GROUND,-0.4375,0.1961,9.5713,0.0000,-0.1700,9.3000,-0.1300,-0.1000,-0.4900,-0.3600,359.7500,-0.3750,-88.6250,-0.0600,9.8000,0.2200,-0.1513,-0.3107,-0.0834,-0.3750,24.7648,25.0000,0.0000,0.0000
