Time,State,Altitude,ADXL_Acceleration_X,ADXL_Acceleration_Y,ADXL_Acceleration_Z,IMU_Acceleration_X,IMU_Acceleration_Y,IMU_Acceleration_Z,Linear_Acceleration_X,Linear_Acceleration_Y,Linear_Acceleration_Z,Euler_Angle_X,Euler_Angle_Y,Euler_Angle_Z,Gravity_X,Gravity_Y,Gravity_Z,Kalman_Acceleration,Kalman_Velocity,Kalman_Altitude,Orientation(Beta)
5.0741,GROUND,0.7500,0.0785,9.5713,-0.3923,-0.0600,9.2400,0.0900,0.0000,-0.5600,-0.0500,359.9375,-0.3125,-89.1250,-0.0500,9.8000,0.1400,-6.5739,-7.7655,0.0304,-89.1250
5.1117,GROUND,-0.3125,0.0392,9.7282,-0.4315,-0.0600,9.2400,0.1200,-0.0400,-0.5500,-0.0200,359.9375,-0.3125,-89.1250,-0.0500,9.8000,0.1400,-8.8004,-8.4070,-0.3098,-89.1250
5.1481,GROUND,0.6875,0.0392,9.6890,-0.3530,-0.0600,9.2300,0.2000,0.0000,-0.5700,0.0500,359.9375,-0.3125,-89.1250,-0.0500,9.8000,0.1400,-9.6368,-8.6700,0.1975,-89.1250
5.1845,GROUND,1.0625,0.0000,9.7674,-0.3530,-0.0800,9.2000,0.1700,-0.0200,-0.5900,0.0200,359.9375,-0.3125,-89.1250,-0.0500,9.8000,0.1400,-9.9593,-8.9002,0.6221,-89.1250
5.2179,GROUND,0.3750,0.0000,9.7674,-0.3138,-0.0900,9.2300,0.1200,-0.0300,-0.5700,-0.0200,359.9375,-0.3125,-89.1250,-0.0500,9.8000,0.1400,-10.0589,-9.2512,0.3454,-89.1250
5.2536,GROUND,-0.3125,0.0392,9.7282,-0.4315,-0.0700,9.1800,0.1300,-0.0100,-0.6100,-0.0100,359.9375,-0.3125,-89.1250,-0.0500,9.8000,0.1400,-10.1697,-9.6477,-0.1883,-89.1250
5.2887,GROUND,-0.8125,0.0392,9.6890,-0.5099,0.0000,9.1800,0.1400,0.0400,-0.6200,0.0000,359.9375,-0.3125,-89.1250,-0.0500,9.8000,0.1400,-10.2605,-10.0411,-0.7042,-89.1250
5.3233,GROUND,0.7500,0.0392,9.6890,-0.3923,-0.0800,9.2200,0.1100,-0.0500,-0.5700,0.0000,359.9375,-0.3125,-89.1250,-0.0500,9.8000,0.1400,-10.2222,-10.1052,0.0612,-89.1250
5.3591,GROUND,-0.8125,0.0000,9.7282,-0.4707,-0.0900,9.2300,0.0500,-0.0300,-0.5700,-0.0900,359.9375,-0.3125,-89.1250,-0.0500,9.8000,0.1400,-10.2564,-10.5712,-0.6234,-89.1250
5.3953,GROUND,0.1250,0.0000,9.6890,-0.5099,-0.0900,9.2300,0.0500,-0.0400,-0.5700,0.0200,359.9375,-0.3125,-89.1250,-0.0500,9.8000,0.1400,-10.2934,-10.6946,-0.2935,-89.1250
5.4286,GROUND,-0.1250,0.0000,9.7282,-0.3138,-0.0500,9.2100,0.2100,0.0000,-0.5800,0.0600,359.9375,-0.3125,-89.1250,-0.0500,9.8000,0.1400,-10.1865,-10.9368,-0.3359,-89.1250
